t,test,Phase,Marqueur,BF,V'O2,V'CO2,V'O2/kg,V'O2/FC,FC,TT,V'E/V'O2,V'E/V'CO2,RER,V'E,VT,SpO2,VE'max,VD(est),FECO2,FEO2,P(A-a)O2,P(a-et) CO2(est.),PaCO2(est.),PaO2,PetO2,PetCO2,tE,tI,VD/VT(est),V'E/MVV,VB (est. V'O2max),DE,EE/BSA,EE/CT,EE/kg,EE/kg_Lean
"0:57:35,980",FTP20,Exercice,,54,4.63,4.68,51,27,171,-,37.9,37.5,1.01,184.5,3.45,-,8.6,207,3.1,17.9,-,-5,25,-,120,29,0.6,0.5,0.06,1.05,169.3,1387,652,-,15,15
"0:57:37,100",FTP20,Exercice,,54,4.63,4.68,51,27,171,-,37.9,37.5,1.01,184.5,3.45,-,8.3,207,3.1,17.9,-,-5,25,-,120,29,0.6,0.5,0.06,1.05,169.3,1387,652,-,15,15
"0:57:38,200",FTP20,Exercice,,54,4.64,4.68,51,27,171,-,37.9,37.5,1.01,184.5,3.45,-,8.3,207,3.1,17.9,-,-5,25,-,120,29,0.6,0.5,0.06,1.05,169.3,1387,652,-,15,15
"0:57:39,320",FTP20,Exercice,,54,4.64,4.67,51,27,171,-,35.7,35.4,1.01,174.6,3.26,-,8.3,77,3.1,17.9,-,-4,25,-,120,29,0.6,0.5,0.02,1.00,169.3,1387,652,-,15,15
"0:57:40,480",FTP20,Exercice,,55,4.42,4.46,48,26,171,-,38.2,37.8,1.01,177.7,3.26,-,8.3,212,3.1,17.9,-,-4,25,-,121,29,0.6,0.5,0.07,1.01,166.4,1322,621,-,14,14
"0:57:41,560",FTP20,Exercice,,55,4.42,4.46,48,26,171,-,38.3,38.0,1.01,178.5,3.27,-,8.3,222,3.1,17.9,-,-4,24,-,121,29,0.6,0.5,0.07,1.02,166.4,1322,621,-,14,14
"0:57:42,600",FTP20,Exercice,,56,4.31,4.34,47,25,171,-,40.0,39.7,1.01,181.8,3.27,-,8.3,350,3.1,17.9,-,-4,24,-,121,29,0.6,0.5,0.11,1.04,164.9,1291,607,-,14,14
"0:57:43,580",FTP20,Exercice,,56,4.31,4.34,47,25,171,-,40.0,39.7,1.01,181.8,3.27,-,8.3,350,3.1,17.9,-,-4,24,-,121,29,0.6,0.5,0.11,1.04,164.9,1291,607,-,14,14
"0:57:44,660",FTP20,Exercice,,56,4.31,4.34,47,25,171,-,39.0,38.7,1.01,177.5,3.20,-,8.3,291,3.1,17.9,-,-4,25,-,120,29,0.6,0.5,0.09,1.01,164.9,1291,607,-,14,14
"0:57:45,820",FTP20,Exercice,,56,4.29,4.34,47,25,171,-,39.1,38.6,1.01,176.9,3.19,-,8.3,284,3.1,17.9,-,-4,25,-,120,29,0.6,0.5,0.09,1.01,164.5,1283,603,-,14,14
"0:57:46,900",FTP20,Exercice,,54,4.16,4.18,46,24,171,-,38.7,38.4,1.01,169.9,3.17,-,8.3,272,3.1,17.9,-,-4,25,-,120,29,0.6,0.5,0.09,0.97,162.7,1245,585,-,14,14
"0:57:48,080",FTP20,Exercice,,54,4.21,4.23,46,25,171,-,38.5,38.4,1.00,171.2,3.20,-,8.3,285,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.09,0.98,163.4,1259,592,-,14,14
"0:57:49,200",FTP20,Exercice,,54,4.21,4.22,46,25,171,-,39.5,39.3,1.00,175.3,3.27,-,8.3,345,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.11,1.00,163.4,1259,592,-,14,14
"0:57:50,340",FTP20,Exercice,,54,4.21,4.23,46,24,172,-,39.6,39.4,1.00,175.5,3.28,-,8.3,348,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.11,1.00,162.4,1259,592,-,14,14
"0:57:51,580",FTP20,Exercice,,55,4.27,4.30,47,25,172,-,38.6,38.4,1.01,174.3,3.20,-,8.3,288,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.09,0.99,163.4,1279,602,-,14,14
"0:57:52,680",FTP20,Exercice,,55,4.28,4.30,47,25,172,-,39.6,39.4,1.00,178.7,3.28,-,8.2,348,3.1,17.9,-,-4,25,-,120,29,0.6,0.5,0.11,1.02,163.5,1282,603,-,14,14
"0:57:53,720",FTP20,Exercice,,55,4.28,4.30,47,25,172,-,38.6,38.4,1.01,174.3,3.20,-,8.2,223,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.07,0.99,163.4,1279,602,-,14,14
"0:57:54,820",FTP20,Exercice,,55,4.28,4.30,47,25,172,-,39.5,39.3,1.01,178.0,3.26,-,8.2,274,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.08,1.02,163.4,1280,602,-,14,14
"0:57:55,920",FTP20,Exercice,,55,4.28,4.30,47,25,172,-,39.5,39.2,1.01,178.0,3.26,-,8.4,267,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.08,1.02,163.4,1280,602,-,14,14
"0:57:57,020",FTP20,Exercice,,55,4.28,4.30,47,25,172,-,39.6,39.4,1.01,178.7,3.28,-,8.4,277,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.08,1.02,163.4,1280,602,-,14,14
"0:57:58,080",FTP20,Exercice,,55,4.28,4.30,47,25,172,-,39.6,39.4,1.01,178.7,3.28,-,8.4,276,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.08,1.02,163.4,1280,602,-,14,14
"0:57:59,180",FTP20,Exercice,,55,4.33,4.43,48,25,172,-,39.7,38.8,1.02,181.2,3.32,-,8.4,226,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.07,1.03,164.2,1297,610,-,14,14
"0:58:00,220",FTP20,Exercice,,55,4.35,4.43,48,25,172,-,38.8,38.1,1.02,178.0,3.26,-,8.4,190,3.2,17.9,-,-4,24,-,121,28,0.6,0.5,0.06,1.02,164.5,1303,613,-,14,14
"0:58:01,340",FTP20,Exercice,,55,4.43,4.50,49,26,172,-,38.6,37.9,1.02,180.1,3.30,-,8.4,223,3.2,17.9,-,-4,24,-,121,29,0.6,0.5,0.07,1.03,165.6,1326,623,-,15,15
"0:58:02,520",FTP20,Exercice,,54,4.35,4.42,48,25,172,-,38.6,37.9,1.02,176.9,3.30,-,8.4,230,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.07,1.01,164.5,1302,612,-,14,14
"0:58:03,620",FTP20,Exercice,,54,4.39,4.44,48,26,172,-,38.5,38.0,1.01,178.0,3.32,-,8.5,233,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.07,1.02,165.1,1314,618,-,14,14
"0:58:04,840",FTP20,Exercice,,54,4.44,4.52,49,26,172,-,38.7,38.1,1.02,181.1,3.38,-,8.6,259,3.2,17.9,-,-5,25,-,120,29,0.6,0.5,0.08,1.03,165.8,1330,625,-,15,15
"0:58:06,000",FTP20,Exercice,,53,4.43,4.48,49,26,172,-,38.7,38.2,1.01,180.5,3.40,-,8.5,268,3.2,17.9,-,-5,25,-,120,29,0.6,0.5,0.08,1.03,165.7,1327,624,-,15,15
"0:58:07,120",FTP20,Exercice,,52,4.33,4.38,47,25,172,-,38.6,38.1,1.01,175.8,3.40,-,7.9,259,3.2,17.9,-,-5,25,-,120,29,0.6,0.6,0.08,1.00,164.2,1295,609,-,14,14
"0:58:08,240",FTP20,Exercice,,52,4.39,4.41,48,26,172,-,38.6,38.4,1.01,178.1,3.44,-,7.9,272,3.2,17.9,-,-5,25,-,120,29,0.6,0.6,0.08,1.02,165.0,1313,617,-,14,14
"0:58:09,360",FTP20,Exercice,,52,4.39,4.41,48,26,172,-,38.6,38.4,1.01,178.1,3.44,-,7.9,311,3.2,17.8,-,-5,25,-,120,30,0.6,0.6,0.09,1.02,165.0,1313,617,-,14,14
"0:58:10,560",FTP20,Exercice,,53,4.54,4.54,50,26,172,-,38.2,38.3,1.00,182.8,3.44,-,7.9,303,3.2,17.8,-,-5,25,-,120,30,0.6,0.6,0.09,1.04,167.2,1360,640,-,15,15
"0:58:11,760",FTP20,Exercice,,53,4.54,4.56,50,26,173,-,38.4,38.2,1.00,183.3,3.45,-,7.9,285,3.2,17.8,-,-5,25,-,120,29,0.6,0.6,0.08,1.05,166.2,1360,640,-,15,15
"0:58:13,540",FTP20,Exercice,,54,4.54,4.58,50,26,173,-,38.6,38.3,1.01,184.4,3.44,-,8.2,264,3.2,17.9,-,-5,25,-,120,29,0.6,0.6,0.08,1.05,166.2,1360,640,-,15,15
"0:58:14,620",FTP20,Exercice,,54,4.54,4.58,50,26,173,-,38.1,37.8,1.01,182.1,3.40,-,7.9,231,3.2,17.8,-,-5,25,-,120,29,0.6,0.6,0.07,1.04,166.2,1360,639,-,15,15
"0:58:15,700",FTP20,Exercice,,54,4.47,4.57,49,26,173,-,37.0,36.3,1.02,174.7,3.26,-,7.9,90,3.2,17.8,-,-4,25,-,121,29,0.6,0.5,0.03,1.00,165.3,1339,630,-,15,15
"0:58:16,840",FTP20,Exercice,,56,4.52,4.56,50,26,173,-,38.0,37.7,1.01,181.1,3.26,-,8.2,202,3.2,17.8,-,-4,25,-,121,29,0.6,0.5,0.06,1.03,165.8,1352,636,-,15,15
"0:58:17,960",FTP20,Exercice,,56,4.42,4.36,48,26,173,-,38.6,39.1,0.99,179.8,3.24,-,8.3,296,3.2,17.8,-,-4,24,-,121,29,0.6,0.5,0.09,1.03,164.5,1322,622,-,14,14
"0:58:19,040",FTP20,Exercice,,56,4.42,4.36,48,26,173,-,38.6,39.1,0.99,179.8,3.24,-,8.3,296,3.2,17.9,-,-4,24,-,121,29,0.6,0.5,0.09,1.03,164.5,1322,622,-,14,14
"0:58:20,040",FTP20,Exercice,,55,4.39,4.45,48,25,173,-,38.4,37.9,1.01,177.9,3.26,-,8.3,205,3.2,17.9,-,-4,24,-,121,29,0.6,0.5,0.06,1.02,164.0,1313,617,-,14,14
"0:58:21,100",FTP20,Exercice,,54,4.31,4.37,47,25,173,-,38.1,37.6,1.01,173.4,3.24,-,8.3,186,3.2,17.9,-,-4,24,-,121,29,0.6,0.5,0.06,0.99,163.0,1289,606,-,14,14
"0:58:22,200",FTP20,Exercice,,55,4.39,4.45,48,25,173,-,38.1,37.6,1.01,176.5,3.24,-,8.3,186,3.2,17.9,-,-4,24,-,121,29,0.6,0.5,0.06,1.01,164.0,1313,617,-,14,14
"0:58:23,320",FTP20,Exercice,,56,4.52,4.56,50,26,173,-,38.1,37.8,1.01,181.7,3.27,-,8.8,240,3.2,17.8,-,-4,25,-,120,29,0.6,0.5,0.07,1.04,165.8,1352,636,-,15,15
"0:58:24,600",FTP20,Exercice,,56,4.63,4.63,51,27,172,-,38.1,38.1,1.00,185.6,3.34,-,9.0,248,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.07,1.06,168.2,1384,651,-,15,15
"0:58:26,880",FTP20,Exercice,,56,4.63,4.65,51,27,172,-,38.3,38.1,1.01,186.6,3.36,-,8.8,248,3.2,17.9,-,-4,25,-,120,29,0.6,0.5,0.07,1.07,168.2,1384,651,-,15,15
"0:58:27,960",FTP20,Exercice,,56,4.63,4.65,51,27,172,-,39.7,39.5,1.01,193.3,3.48,-,8.8,337,3.2,17.9,-,-5,24,-,120,29,0.6,0.5,0.10,1.10,168.2,1384,651,-,15,15
"0:58:29,020",FTP20,Exercice,,56,4.63,4.65,51,27,172,-,39.7,39.5,1.01,193.3,3.48,-,9.0,337,3.2,17.9,-,-5,24,-,120,29,0.6,0.5,0.10,1.10,168.2,1384,651,-,15,15
"0:58:30,100",FTP20,Exercice,,56,4.63,4.65,51,27,172,-,39.7,39.5,1.01,193.3,3.48,-,9.0,329,3.2,17.9,-,-5,24,-,121,29,0.6,0.5,0.09,1.10,168.3,1385,651,-,15,15
"0:58:31,180",FTP20,Exercice,,56,4.61,4.63,51,27,172,-,39.9,39.7,1.00,193.3,3.48,-,9.0,245,3.1,17.9,-,-5,23,-,121,28,0.6,0.5,0.07,1.10,168.0,1380,649,-,15,15
"0:58:32,220",FTP20,Exercice,,57,4.54,4.66,50,26,172,-,41.3,40.2,1.03,196.9,3.48,-,9.1,285,3.1,18.0,-,-5,23,-,122,28,0.6,0.5,0.08,1.12,167.1,1358,639,-,15,15
"0:58:33,260",FTP20,Exercice,,57,4.49,4.55,49,26,172,-,41.5,41.0,1.01,196.1,3.47,-,9.1,322,3.1,18.1,-,-5,23,-,122,28,0.6,0.5,0.09,1.12,166.4,1343,632,-,15,15
"0:58:34,420",FTP20,Exercice,,57,4.46,4.55,49,26,172,-,41.8,41.0,1.02,195.8,3.46,-,9.4,311,3.0,18.1,-,-5,23,-,122,28,0.5,0.5,0.09,1.12,166.0,1334,627,-,15,15
"0:58:35,480",FTP20,Exercice,,58,4.51,4.63,49,26,172,-,41.3,40.2,1.03,196.1,3.40,-,9.4,244,3.0,18.1,-,-4,23,-,122,28,0.5,0.5,0.07,1.12,166.7,1349,634,-,15,15
"0:58:36,460",FTP20,Exercice,,58,4.51,4.63,49,26,172,-,41.3,40.2,1.03,196.1,3.40,-,9.4,269,3.0,18.1,-,-4,23,-,122,28,0.5,0.5,0.08,1.12,166.7,1349,634,-,15,15
"0:58:37,420",FTP20,Exercice,,58,4.50,4.60,49,26,173,-,40.5,39.6,1.02,192.2,3.33,-,9.4,236,3.0,18.1,-,-4,24,-,122,28,0.5,0.5,0.07,1.10,165.6,1347,633,-,15,15
"0:58:38,480",FTP20,Exercice,,57,4.41,4.52,48,26,173,-,40.5,39.6,1.02,188.6,3.33,-,8.9,268,3.1,18.1,-,-4,24,-,122,28,0.5,0.5,0.08,1.08,164.4,1321,621,-,14,14
"0:58:39,480",FTP20,Exercice,,57,4.41,4.52,48,26,173,-,40.2,39.3,1.02,186.9,3.30,-,8.9,246,3.1,18.1,-,-4,24,-,122,28,0.5,0.5,0.07,1.07,164.4,1321,621,-,14,14
"0:58:40,640",FTP20,Exercice,,57,4.42,4.55,48,26,173,-,40.5,39.3,1.03,188.6,3.33,-,8.9,269,3.1,18.1,-,-4,24,-,122,28,0.5,0.5,0.08,1.08,164.5,1323,622,-,15,15
"0:58:41,680",FTP20,Exercice,,57,4.42,4.55,48,26,173,-,40.0,38.9,1.03,186.4,3.29,-,8.8,241,3.1,18.1,-,-4,24,-,122,28,0.5,0.5,0.07,1.06,164.5,1323,622,-,15,15
"0:58:42,780",FTP20,Exercice,,55,4.36,4.51,48,25,173,-,40.3,39.0,1.04,185.1,3.39,-,8.5,230,3.1,18.0,-,-4,24,-,122,28,0.5,0.5,0.07,1.06,163.6,1304,613,-,14,14
"0:58:43,980",FTP20,Exercice,,55,4.36,4.51,48,25,173,-,40.3,39.0,1.04,185.1,3.39,-,8.5,230,3.1,18.0,-,-4,24,-,122,28,0.6,0.5,0.07,1.06,163.6,1304,613,-,14,14
"0:58:45,080",FTP20,Exercice,,55,4.38,4.52,48,25,173,-,40.2,39.0,1.03,185.4,3.40,-,8.5,230,3.1,18.0,-,-4,24,-,122,28,0.6,0.5,0.07,1.06,164.0,1312,617,-,14,14
"0:58:46,140",FTP20,Exercice,,57,4.52,4.68,50,26,173,-,40.3,38.9,1.04,192.0,3.39,-,8.8,229,3.1,18.0,-,-4,24,-,122,28,0.5,0.5,0.07,1.10,165.9,1353,636,-,15,15
"0:58:47,260",FTP20,Exercice,,57,4.52,4.68,50,26,174,-,40.4,39.0,1.04,192.4,3.40,-,8.8,226,3.1,18.0,-,-4,24,-,122,28,0.5,0.5,0.07,1.10,164.9,1353,636,-,15,15
"0:58:48,300",FTP20,Exercice,,57,4.50,4.65,49,26,174,-,40.6,39.3,1.03,192.4,3.40,-,8.8,197,3.1,18.0,-,-4,23,-,122,28,0.5,0.5,0.06,1.10,164.7,1348,634,-,15,15
"0:58:49,360",FTP20,Exercice,,57,4.50,4.65,49,26,174,-,40.6,39.3,1.03,192.4,3.40,-,8.7,197,3.1,18.0,-,-4,23,-,122,28,0.6,0.5,0.06,1.10,164.7,1348,634,-,15,15
"0:58:50,320",FTP20,Exercice,,57,4.50,4.65,49,26,174,-,40.9,39.6,1.03,193.6,3.42,-,8.7,213,3.1,18.0,-,-4,23,-,122,28,0.6,0.5,0.06,1.11,164.7,1348,634,-,15,15
"0:58:51,340",FTP20,Exercice,,55,4.40,4.52,48,25,174,-,40.3,39.2,1.03,186.7,3.42,-,8.7,189,3.1,18.0,-,-4,23,-,122,28,0.6,0.5,0.06,1.07,163.3,1317,619,-,14,14
"0:58:52,440",FTP20,Exercice,,55,4.40,4.52,48,25,174,-,40.5,39.4,1.03,187.3,3.44,-,8.7,198,3.1,18.0,-,-4,23,-,122,28,0.6,0.5,0.06,1.07,163.3,1317,619,-,14,14
"0:58:53,600",FTP20,Exercice,,52,4.23,4.29,46,24,174,-,40.0,39.4,1.01,178.1,3.44,-,8.2,311,3.2,17.9,-,-5,24,-,121,29,0.6,0.5,0.09,1.02,160.9,1266,595,-,14,14
"0:58:54,800",FTP20,Exercice,,50,4.37,4.43,48,25,174,-,37.9,37.4,1.01,174.2,3.48,-,8.2,189,3.2,17.8,-,-5,24,-,120,29,0.7,0.5,0.05,0.99,162.9,1309,616,-,14,14
"0:58:56,660",FTP20,Exercice,,50,4.37,4.43,48,25,174,-,37.9,37.4,1.01,174.2,3.48,-,8.2,189,3.2,17.8,-,-5,24,-,120,29,0.7,0.5,0.05,0.99,162.9,1309,616,-,14,14
"0:58:58,180",FTP20,Exercice,,50,4.37,4.43,48,25,174,-,37.9,37.4,1.01,174.2,3.48,-,8.2,189,3.2,17.8,-,-5,24,-,120,29,0.7,0.5,0.05,0.99,162.9,1309,616,-,14,14
"0:58:59,780",FTP20,Exercice,,50,4.37,4.43,48,25,174,-,37.9,37.4,1.01,174.2,3.48,-,8.2,189,3.2,17.8,-,-5,24,-,120,29,0.7,0.5,0.05,0.99,162.9,1309,616,-,14,14
"0:59:01,260",FTP20,Exercice,,50,4.37,4.43,48,25,174,-,37.9,37.4,1.01,174.2,3.48,-,8.2,189,3.2,17.8,-,-5,24,-,120,29,0.7,0.5,0.05,0.99,162.9,1309,616,-,14,14
"0:59:02,360",FTP20,Exercice,,55,4.63,4.64,51,27,174,-,38.7,38.6,1.00,188.3,3.45,-,8.4,288,3.2,17.8,-,-5,24,-,120,29,0.6,0.5,0.08,1.07,166.3,1385,651,-,15,15
"0:59:03,460",FTP20,Exercice,,55,4.54,4.54,50,26,174,-,39.2,39.2,1.00,187.3,3.44,-,8.4,338,3.2,17.8,-,-5,25,-,120,29,0.6,0.5,0.10,1.07,165.2,1359,639,-,15,15
"0:59:04,500",FTP20,Exercice,,55,4.54,4.54,50,26,174,-,39.2,39.2,1.00,187.3,3.44,-,8.5,338,3.2,17.8,-,-5,25,-,120,29,0.6,0.5,0.10,1.07,165.2,1359,639,-,15,15
"0:59:05,520",FTP20,Exercice,,55,4.52,4.44,50,26,173,-,38.3,39.1,0.98,182.5,3.35,-,8.5,307,3.2,17.9,-,-4,24,-,120,29,0.6,0.5,0.09,1.04,165.9,1354,637,-,15,15
"0:59:06,620",FTP20,Exercice,,55,4.51,4.40,49,26,173,-,38.1,39.0,0.98,181.1,3.32,-,8.5,294,3.1,17.9,-,-4,24,-,120,29,0.6,0.5,0.09,1.03,165.7,1347,634,-,15,15
"0:59:07,920",FTP20,Exercice,,55,4.44,4.44,49,26,173,-,39.0,39.0,1.00,182.5,3.35,-,8.6,269,3.1,18.0,-,-4,24,-,121,29,0.6,0.5,0.08,1.04,164.8,1329,625,-,15,15
"0:59:09,020",FTP20,Exercice,,58,4.55,4.62,50,26,173,-,40.3,39.6,1.02,193.1,3.35,-,8.6,297,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.09,1.10,166.2,1361,640,-,15,15
"0:59:10,060",FTP20,Exercice,,58,4.55,4.66,50,26,173,-,40.9,40.0,1.02,195.8,3.39,-,8.6,297,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.09,1.12,166.2,1361,640,-,15,15
"0:59:11,160",FTP20,Exercice,,58,4.55,4.66,50,26,174,-,40.9,40.0,1.02,195.8,3.39,-,8.6,297,3.1,18.0,-,-4,24,-,121,28,0.6,0.5,0.09,1.12,165.3,1361,640,-,15,15
"0:59:12,200",FTP20,Exercice,,58,4.55,4.66,50,26,174,-,40.9,39.9,1.02,195.8,3.39,-,9.0,265,3.0,18.1,-,-4,24,-,122,28,0.6,0.5,0.08,1.12,165.3,1361,640,-,15,15
"0:59:13,220",FTP20,Exercice,,58,4.55,4.66,50,26,174,-,41.2,40.3,1.02,197.4,3.42,-,9.0,285,3.0,18.1,-,-4,23,-,122,28,0.6,0.5,0.08,1.13,165.3,1361,640,-,15,15
"0:59:14,260",FTP20,Exercice,,58,4.55,4.66,50,26,174,-,40.9,39.9,1.02,195.8,3.39,-,9.0,265,3.0,18.1,-,-4,24,-,122,28,0.6,0.5,0.08,1.12,165.3,1361,640,-,15,15
"0:59:15,280",FTP20,Exercice,,55,4.31,4.40,47,25,174,-,41.2,40.3,1.02,186.6,3.42,-,9.0,285,3.0,18.1,-,-4,23,-,122,28,0.6,0.5,0.08,1.07,162.0,1289,606,-,14,14
"0:59:16,380",FTP20,Exercice,,56,4.40,4.54,48,25,174,-,41.1,39.8,1.03,190.4,3.43,-,9.0,216,3.0,18.1,-,-4,23,-,122,28,0.6,0.5,0.06,1.09,163.3,1316,619,-,14,14
"0:59:17,540",FTP20,Exercice,,55,4.36,4.46,48,25,174,-,40.8,39.8,1.02,187.0,3.43,-,8.0,250,3.1,18.0,-,-4,23,-,122,28,0.6,0.5,0.07,1.07,162.7,1304,613,-,14,14
"0:59:18,700",FTP20,Exercice,,55,4.42,4.46,48,25,174,-,40.6,40.2,1.01,188.8,3.46,-,8.0,281,3.2,18.0,-,-5,23,-,122,28,0.6,0.5,0.08,1.08,163.6,1324,622,-,15,15
"0:59:19,800",FTP20,Exercice,,55,4.42,4.46,48,25,174,-,40.6,40.2,1.01,188.8,3.46,-,8.0,281,3.2,17.9,-,-5,23,-,122,28,0.6,0.5,0.08,1.08,163.6,1323,622,-,15,15
"0:59:20,880",FTP20,Exercice,,55,4.42,4.46,48,25,174,-,40.6,40.2,1.01,188.8,3.46,-,8.0,338,3.2,17.9,-,-5,24,-,121,29,0.6,0.5,0.10,1.08,163.6,1323,622,-,15,15
"0:59:22,100",FTP20,Exercice,,55,4.42,4.46,48,25,175,-,40.1,39.7,1.01,186.6,3.42,-,8.0,308,3.2,17.9,-,-5,24,-,121,29,0.6,0.5,0.09,1.07,162.7,1323,622,-,15,15
"0:59:23,500",FTP20,Exercice,,56,4.49,4.52,49,26,175,-,39.5,39.2,1.01,186.8,3.36,-,8.6,278,3.2,17.9,-,-4,24,-,121,29,0.6,0.5,0.08,1.07,163.6,1344,632,-,15,15
"0:59:24,500",FTP20,Exercice,,57,4.62,4.65,51,26,175,-,39.7,39.4,1.01,193.1,3.38,-,8.8,290,3.1,17.9,-,-4,24,-,121,29,0.6,0.5,0.09,1.10,165.3,1383,650,-,15,15
"0:59:25,480",FTP20,Exercice,,57,4.59,4.61,50,26,175,-,40.0,39.8,1.00,193.1,3.38,-,8.8,318,3.1,18.0,-,-4,24,-,121,29,0.6,0.5,0.09,1.10,164.9,1373,646,-,15,15
"0:59:26,520",FTP20,Exercice,,57,4.59,4.61,50,26,175,-,40.0,39.8,1.00,193.1,3.38,-,8.9,318,3.1,18.0,-,-4,24,-,121,29,0.6,0.5,0.09,1.10,164.9,1373,646,-,15,15
"0:59:27,580",FTP20,Exercice,,57,4.59,4.61,50,26,175,-,39.8,39.6,1.00,192.1,3.36,-,8.9,305,3.1,18.0,-,-4,24,-,121,29,0.5,0.5,0.09,1.10,164.9,1373,646,-,15,15
"0:59:28,600",FTP20,Exercice,,57,4.59,4.61,50,26,175,-,39.8,39.6,1.00,192.1,3.36,-,8.9,305,3.1,18.0,-,-4,24,-,121,29,0.5,0.5,0.09,1.10,164.9,1373,646,-,15,15
"0:59:29,660",FTP20,Exercice,,57,4.58,4.61,50,26,175,-,39.7,39.4,1.01,191.3,3.38,-,8.9,290,3.1,18.0,-,-4,24,-,121,29,0.6,0.5,0.09,1.09,164.7,1370,644,-,15,15
"0:59:30,780",FTP20,Exercice,,57,4.65,4.72,51,27,175,-,39.4,38.8,1.02,192.7,3.41,-,8.9,239,3.1,18.0,-,-5,24,-,121,29,0.6,0.5,0.07,1.10,165.6,1391,654,-,15,15
"0:59:32,880",FTP20,Exercice,,57,4.65,4.72,51,27,175,-,39.6,39.0,1.02,193.6,3.42,-,8.9,250,3.1,18.0,-,-5,24,-,121,29,0.6,0.5,0.07,1.11,165.6,1391,654,-,15,15
"0:59:33,940",FTP20,Exercice,,57,4.65,4.72,51,27,174,-,39.7,39.1,1.02,194.3,3.43,-,8.9,252,3.1,18.0,-,-5,24,-,121,28,0.6,0.5,0.07,1.11,166.6,1391,654,-,15,15
"0:59:35,000",FTP20,Exercice,,57,4.65,4.72,51,27,174,-,40.3,39.7,1.02,196.9,3.48,-,8.9,286,3.1,18.0,-,-5,24,-,121,28,0.6,0.5,0.08,1.12,166.6,1391,654,-,15,15
"0:59:36,060",FTP20,Exercice,,57,4.65,4.72,51,27,174,-,40.3,39.7,1.02,196.9,3.48,-,8.8,253,3.1,18.0,-,-5,24,-,122,28,0.6,0.5,0.07,1.12,166.6,1391,654,-,15,15
"0:59:37,080",FTP20,Exercice,,57,4.58,4.58,50,26,174,-,40.3,40.3,1.00,194.3,3.43,-,8.8,227,3.0,18.1,-,-4,23,-,122,27,0.5,0.5,0.07,1.11,165.7,1372,645,-,15,15
"0:59:38,120",FTP20,Exercice,,57,4.35,4.52,48,25,174,-,42.5,40.9,1.04,194.3,3.43,-,8.8,269,3.0,18.1,-,-4,23,-,123,27,0.5,0.5,0.08,1.11,162.6,1301,612,-,14,14
"0:59:39,120",FTP20,Exercice,,58,4.27,4.41,47,25,174,-,44.1,42.7,1.03,198.0,3.43,-,8.8,371,3.0,18.1,-,-4,23,-,123,27,0.5,0.5,0.11,1.13,161.5,1278,601,-,14,14
"0:59:40,200",FTP20,Exercice,,59,4.26,4.46,47,24,174,-,44.3,42.3,1.05,198.7,3.38,-,8.8,338,3.0,18.1,-,-4,23,-,123,27,0.5,0.5,0.10,1.13,161.4,1275,600,-,14,14
"0:59:41,260",FTP20,Exercice,,60,4.32,4.43,47,25,174,-,43.4,42.3,1.03,197.9,3.30,-,9.4,344,2.9,18.2,-,-4,23,-,123,27,0.5,0.5,0.10,1.13,162.2,1294,609,-,14,14
"0:59:42,260",FTP20,Exercice,,60,4.32,4.41,47,25,173,-,42.6,41.8,1.02,194.5,3.24,-,9.5,311,2.9,18.2,-,-4,23,-,123,27,0.5,0.5,0.10,1.11,163.2,1294,609,-,14,14
"0:59:43,200",FTP20,Exercice,,60,4.30,4.41,47,25,173,-,42.9,41.8,1.03,194.5,3.24,-,9.6,311,2.9,18.3,-,-4,23,-,123,27,0.5,0.5,0.10,1.11,162.8,1286,605,-,14,14
"0:59:44,120",FTP20,Exercice,,60,4.29,4.40,47,25,173,-,43.0,41.9,1.03,194.5,3.24,-,9.5,316,2.9,18.3,-,-4,23,-,123,27,0.5,0.5,0.10,1.11,162.7,1283,603,-,14,14
"0:59:45,060",FTP20,Exercice,,60,4.29,4.38,47,25,173,-,43.0,42.0,1.02,194.5,3.24,-,9.5,325,2.9,18.3,-,-4,23,-,123,27,0.5,0.5,0.10,1.11,162.7,1283,603,-,14,14
"0:59:46,020",FTP20,Exercice,,60,4.29,4.38,47,25,173,-,43.0,42.0,1.02,194.5,3.24,-,9.5,325,2.9,18.3,-,-4,23,-,123,27,0.5,0.5,0.10,1.11,162.7,1283,603,-,14,14
